,Category,Text,Classification
154786,Calunia,tô cheiroso dos pés a cabeça feio sim fedido nunca 👍🏼,
154787,Capacitismo,estoy rotadestrozada devastada desconsolada llorona melancólica afligida apenada entristecida afectada lastimada angustiada funesta lamentable triste devastada desconsolada dolida decaída demacrada sola afligida apenada abatida. Alguien abráceme todo receso,
154788,Capacitismo,Sí tienes razón necesito hablarlo con alguien pero para mi no hay nadie así que mi terapia es estar drogado escuchando música.,
154789,Capacitismo,@choquei putavadiasafadavagabunda estranhachatapobredesgraçada prostitutaraparigaesquisita esquizofrênicacadeirantefeia aleijadaalopradaatropeladaburra idiotacachorracadelapresidiária fedidadegeneradaparanóica loucadoidasem amigos mono tetacorna peluda arrom,
154790,Homofobia,Mi tío abuelo me saco a desayunar y ahora a cenar listo señor lo amo,
154791,Capacitismo,@AlexBeffart @joedsonpaulo @Metropoles mais um debiloide dando de cientista politico de twitter kkkkkkkkkkkkkkkkk,
154792,Xenofobia,@BrisadaLuh1221 @casadinhacuck Jamais odeio moleques dodois criados a ovomaltine kkkkk,
154793,Sexismo,viu seu fdp arrombado falei que eu sabia interagir com os outros e era você que me deixava desconfortável  caralho liberou 500 triplex na minha cabeça depois disso,
154794,Sexismo,@mazuetii Passa o nome vadia,
154795,Assedio,@Jehhgoncalves91 @guinasouzacanal @choquei @monark disse a testuda que nem sabe o que defende mas ostenta o 13 na foto,
154796,Calunia,@eumauoficial @acbrz @MaryRocker18 @DrAndrebarboza @rodrigo__c Cornão 😏,
154797,Politica,@lahistoriaec @CpccsEc Rata Sinvergueza y la Prensa Corrupta,
154798,Capacitismo,@pavao911 Alem de tudo é lezado das ideia,
154799,Sexismo,VACA PISTOLEIRA https://t.co/t4lIC85X3M,
154800,Homofobia,Esse ficou top apesar da primeira regulagem ter arregassado e vc apagou rapha_e_sara 🔫 https://t.co/38JK91AQnI,
154801,Homofobia,o casal aqui do lado  ai mo  ô mo eu em praq tanta viadagem,
154802,Xenofobia,Pov : te saluda un argentino https://t.co/UFXpMWonGs,
154803,Capacitismo,Que estúpido todo Pobre de la señora https://t.co/pk3RXm89yH,
154804,Etnia,@bbpele não?  tweet que me incomodou: literalmente sór acismo  tweet que não me incomodou: piada de humor negro de mal gosto que a ideia não é denigrir uma etnia  tem diferença,
154805,Capacitismo,@SRivoltril Kkkkkkk Verdade!  300 mil por mês de cabeleireiro e maquiador será que esse povo é debilóide? Tem coragem de vir falar da roupa da Janja que trabalha e dona da vida dela e não usou 1 real do povo para comprar a blusa!,
154806,Capacitismo,@michelangelofr_ Era un elogio estúpido,
154807,Capacitismo,@ppedrosamm calma pedryy se nao vai virar dançarina perneta,
154808,Capacitismo,No se regalen así muchachos por favor háganlo un poco más difícil https://t.co/oqnmhWKtH7,
154809,Calunia,@PilarCamachoG @stjsergio @JesusRCuevas @lopezobrador_ @INEMexico Inocente eres rendición de cuentas lo que hace López obrador es justificar su incapacidad es un estúpido e ignorante y quien le crea está igual,
154810,Sexismo,@NezukosHubby what a gross incel and you annouce it - loser,
154811,Capacitismo,@RXT092 @60SecondRap Es que no hay letra en el himno puto analfabeto de los cojones,
154812,Assedio,@rrozzblox Por mogolica rendí mal y por tarada me ponen un 595,
154813,Capacitismo,@phabio_rabay @lipe9688 @WillianWSousa @LulaOficial Mais ele não quer ver! Falou que fica ceguinho pro 9 dedos.,
154814,Capacitismo,L’autre elle pense qu’à ses nounours mais écrivez lui un stand up quelque chose elle est démente #StarAcademy,
154815,Capacitismo,@jander_caua *Viajado erro de gênero,
154816,Politica,@JuanKBarth1 Uyyyyy se sabe un verso de un comunista cuidado que pueden haber notas secretas escritas!!!!!!,
154817,Aparencia,impressionante o poder que uma foto tem de fazer eu me sentir feia e gorda e não conseguir nem dormir tnc,
154818,Homofobia,@bakawaiiyui eu já fui tão arregassado no futebol já levei chute em todo lugar possível o pior foi no queixo NÃOpera o pior foi no saco,
154819,Aparencia,FINALMENTE HARRY LARGASTE ESSA FEIOSA,
154820,Homofobia,@choiarts @fIouqis @gyupoetc @Ialisvoir @sickseul @jnknargas @bahyycore @biamijou @ifsnew @tenglows @jealouki @tofupride @ikooglss @johnnycaloteiro @jeonspitelzin @jeonfuzil FOFUCHA TÔ BAITOLA,
154821,Sexismo,“ai essa vadia é uma puta odeio ela”,
154822,Capacitismo,Só gostaria de saber  como um lesma como esse conseguiu se eleger... https://t.co/bw3XqvQsQA,
154823,Calunia,@VivickaFox Old q esses aí não são profissionais e tiram as opniões do cu fedido e seboso deles,
154824,Homofobia,@nextlevelenzo Viadagem,
154825,Capacitismo,General Inverno: O retorno do General:   ← Versão anterior Edição de 01h56min de 30 de abril de 2015 Li... http://t.co/n044YEXujI,
154826,Xenofobia,@CryptoFacundo 👍👊 tuve un jefe Argentino Alberto Ardid . Excelente persona.,
154827,Sexismo,"@77_frota ""Como ele se mantém lá ?"" Deve ser gravando pornô com traveco.",
154828,Sexismo,@GiertychRoman Podejrzewam że se myśli „ No Piłsudski jak z byka strzelił” 😏,
154829,Sexismo,@bruno_noriega22 q tiene q ver el corazón roto??? tarado,
154830,Capacitismo,@VictorAndresGB @VictorAndresGB pero que tal concha la tuya... Verdaderamente eres un tremendo HDP,
154831,Capacitismo,@evelynbani @pbecchi @Cartabellotta Ma che deve argomentare questo terrone semi analfabeta?! È già tanto che riesca ad esprimersi in un italiano vagamente accettabile,
154832,Calunia,COMO ASSIM O BUA VEIO???? A TOUR NA LATAM NEM COMEÇOU E JÁ TÃO DANDO O SEU NOME NÃO VAMOS TER ESSA FEDIDA AQUI 🥳,
154833,Sexismo,"@imtirdofthissht eu tenho amiga que falta chorar de ódio das tetinhas e eu fico ""bicha se oriente é a coisa mais linda do mundo"" todas são na vdd mas tetão além de ser sexualizado da dor nas costas kkkk",
154834,Calunia,@fab_oficial 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🙏,
154835,Etnia,@marquesfelipeok @geancfs @vittorocriador O que tem haver irmão  pra começar eu sou preto também  só não quero me expor nessa rede de psicopata,
154836,Capacitismo,cala tua boca leproso,
154837,Capacitismo,@aalejofr24 @blancapilla he dicho un documento que acredita mi residencia no mi nacionalidad puto inculto disléxico analfabeto guapo peruano vanidoso,
154838,Assedio,@Lauritawife Q rabão vostoso,
154839,Capacitismo,@Claudiashein Desde el Gobierno de Lázaro Cárdenas la salud es un derecho así como la seguridad social desde 1917. Por lo anterior mi querida @Claudiashein deje de tuitear p3nd3j4d4s y regrese a trabajar a la #CDMX que para eso se alquila. #EsClaudiash muy güevona e irresponsable. https://t.co/6St0OywtRj,
154840,Homofobia,@Acerayzs Eu tbm nn queria mas tenho trabalho pra apresenta,
154841,Sexismo,Ai véi não sou sapatão https://t.co/qnjIWVsecA,
154842,Sexismo,"@SandraCuevas_ @HectorMoraM1 @lopezobrador_ Qué bueno que lo RECONOCE ""Señora"" recuerde qué es la meretriz en turno de @RicardoMonrealA al rato la cambia por otra.",
154843,Sexismo,@MinDeLaPolenta Cuesta creerlo pero esta meretriz es de manual antes defecaba en un balde y ahora se cree Alice Walton,
154844,Xenofobia,@eduarduude No dia que o remmy gabiru do derby perder pra um branquelo burguês eu me dane.,
154845,Etnia,@njdmarlon Jajajajaja ¿ Que habla macaco ?  (Meme),
154846,Xenofobia,O André vai fazer uma visita aos amigos ciganos https://t.co/s9YWAcqIQq,
154847,Sexismo, Tô comendo um bolo mesclado com calda de chocolate que a vadia da Naiele fez,
154848,Xenofobia,I would be remiss to say if WMATA kept inline with their timetables people wouldn’t be prompted to jump gates… just me though @wmata,
154849,Assedio,Alguma safada daria o cuzinho sujinho de 💩? Sem nojinho  #PINTOAWARD #PINTOAWARDS #PINTOSAWARDS  #PINTOSAWARD #XOTAAWARDS  #PEITOAWARDS  #TROCONUDSAWARDS,
154850,Capacitismo,@victorvieiraaa Vai chupar um canavial de rola aidética mictor,
154851,Capacitismo,"@Pontifex_pl Papieżu kto wam to pisze analfabeta wtórny-kleryk? Polecieliście po bandzie... Jezus to żydowska historia sprzed 2000 lat nam Słowianom nic do tego nooo może oprócz okresu ""po chrzcie"" - kiedy to Watykan zaczął szantażować Krzyżakami i doić Polskę po dziś... :(",
154852,Homofobia,sem viadagem https://t.co/VXD5rjhmgn,
154853,Assedio,oi eu sou a mc pipokinha sou safada e eu tenho um piercing na xereca,
154854,Capacitismo,Yo soy un leproso atorranteee https://t.co/EK9jCYaZ74,
154855,Xenofobia,@ManfroiRenato Tu és paraguaio?,
154856,Capacitismo,@franzdeafra A carne moída junto é a coisa mais doida pra mim junto com o purê de batata ahahha,
154857,Assedio,tô puta já,
154858,Capacitismo,Estoy pasando por la Mendieta sombría a esta hora iluminación vieja gastada débil Niñas y niños juegan a la pelota en la cancha que da a la ruta nacional #34 el miedo de las patadas-caballo que mandan la chuti a la ruta sin saber si vuelve Me encanta #Jujuy xq no vivo + aquí,
154859,Capacitismo,ça en est ridicule là à ce niveau c vraiment LE TRUC le plus artificiel du jeu,
154860,Homofobia,@_GiiiZ_ sempre soube que o diabo eh veadão,
154861,Xenofobia,@temmuz1919 Herkes toplanmış karayel fırtına falan ne varsa getirin. Altay'ı da çıkarın artık fabrikadan @TSKGnkur,
154862,Calunia,matei ela e tá realmente fedido aqui agora https://t.co/P8KsBJXfIj,
154863,Assedio,mo rabudona do caralho se fude ein vai pa onde com essa bunda gigantesca porra olha isso que absurdo ta maluco,
154864,Etnia,@Miguel_LPereira Qual é o ponto? 🤣 Denegrir?,
154865,Homofobia,@roladobolsonaro @updatecharts @BTS_twt bicha tu usa quatro elevado no nome ou cala a boca ou assume que se inspira nos melhores,
154866,Capacitismo,A VERDADE PODE DEMORAR MAS CHEGA...E VENCE. ESSE DEMENTE QUANDO PASSOU POR CIMA DA CONSTITUIÇÃO CENSURANDOCALANDO DERRUBANDO SITES DE PATRIOTAS JÁ DEMONSTRAVA UM NARCISISMO JUDICIÁRIO QUE SE PRIMA TOTALMENTE NA MENTIRA. TIC...TAC...TIC...TAC... https://t.co/INSPrCl5xh,
154867,Capacitismo,@ghostwilight Pior q eu tava falando da pessoa q eu tô hj em dia amg 🤣🤣🤣🤣,
154868,Sexismo,@beawwx ue problema seu vadia,
154869,Sexismo,@MukunaDotch @MartinFayulu @OIFrancophonie Voilà encore un intrus,
154870,Capacitismo,Os espíritos zombeteiros são assim cmg https://t.co/m7ZQ505Ywk,
154871,Capacitismo,"@maxinoofx74 ""Soy leproso desde que nacíy de lepra me voy a morir"" UUFFF",
154872,Aparencia,@felipeneto Liberou o koo pra todo mundo entrar e já foi gente querendo se apossar do koo alheio coisa feia!,
154873,Xenofobia,O Quirguistão durante o governo de Askar Akayev foi o primeiro país centro-asiático a praticar políticas econômicas de órgãos ocidentais. Em 1993 adotou a cartilha econômica do FMI e privatizou terras e propriedades estatais (3/7). https://t.co/5ggRhleUQu,
154874,Xenofobia,É patriota conservador e luta pelos valores da pátria mas o vinho que bebe comprou do contrabando paraguaio! VAI ENTENDER!,
154875,Assedio,pqp boazuda https://t.co/ZegQlrtLGp,
154876,Calunia,Vecino cornudo hdppp,
154877,Calunia,@roxmo Dizem que ela foi emprestada pro ladrão por seu marido que é pai de santo. Eita mundão!!,
154878,Sexismo,a clara é podre,
154879,Xenofobia,@LosPichyBoys @FIFAWorldCup @FIFAcom Un día antes del mundial que se sabe desde hace años. Están muy pro ustedes 💪,
154880,Capacitismo,@RobiCamacho Anormal Twitter siempre a sido una compañía privada 😂😂😂😂😂😂😂😂,
154881,Capacitismo,@belematualidade Bando de doente mental. Bolsonaro deu muita voz pra debilmental.,
154882,Calunia,As vezes da a louca no meu namorado e ele aparece com mimos o dessa vez foi uma camisa do Corinthians (mesmo ele sendo fanático pelo sp). Amo demaisss 🤍,
154883,Calunia,@VicenteFoxQue Ladra perro muerto de hambre,
154884,Calunia,@dlepeska @SinanCiddi He is a #FETO &amp; #HDPKK troll! Why does Washington employ such perverts? They are deceiving the Westerners by presenting the thesis of small marginal radical groups as if they were the majority of Turks.  Then you regret it. Best example is the attempted coup on #July15 2016.,
154885,Calunia,Pelo menos na categoria álbum latino a Rosalía leva pq na categoria Music Film tem a cadela da Billie e capaz de darem pra essa fedorenta,
154886,Sexismo,@pabllovittar me responde prostituta,
154887,Homofobia,@dussklali MEU DEUS SIM!!!!!! se no final ele e a np não tiverem um romance baitola eu me mato,
154888,Sexismo,@flwersdz @Ibmaygalaxy1 vou mi imbora da sua vida sai fora bicha doida,
154889,Capacitismo,@IngridGuimaraes Vai acaba sim só pq meia dúzia de ator debiloide igual a vc quer,
154890,Capacitismo,@ErrorArbitralTR Oe mongol no digas sonseras especial.,
154891,Assedio,coitado desse menino q ta convencendo pra sair com a cuzudafalsa,
154892,Calunia,@TirottiAna Igual o corno do teu pai?,
154893,Calunia,"@jroncette @FelipeSalto @geraldoalckmin pra que ganhar eleição? burrinha kkkk ele pode ser vice e dar o ""gópi"" no ladrão otário que ele usou pra chegar lá lacrolândia só tem gente fedorenta mesmo",
154894,Xenofobia,Un diputado argentino del Parlasur del sector político de Cristina Kirchner Oscar Laborde declaró en diciembre pasado al canal C5N de Buenos Aires,
154895,Calunia,Aliás quem escolhe o caminho de passar pano pra ladroeira e relativizar pilantragem só porque é mais confortável a demagogia invés de ir pelo caminho da luta nem merece ser chamado de esquerda,
154896,Assedio,a seleção brasileira não fazer nenhum ato por menor que seja contra a homofobia é absurdo https://t.co/1WuyS6I4UK,
154897,Capacitismo,@HelixH_SV Eu instalei e desinstalei essa coisa duas vezes hoje. Desisti.  Sério não sei se é só comigo essa porra mas realmente me emputeci com a lerdeza e olha que eu sou lerdo. Mas travou muito qdo fui usar,
154898,Capacitismo,@choquei Agr que o bozo já teve o mereceu eu uso com tranquilidade porquê Brasileira sim! Debiloide nunca!,
154899,Capacitismo,nada mal prum boçal retardado mental infeliz  tanto quis ser o tal conhecido entre os mais imbecis  muito bem você tem o talento que faz de você  tão proeminente panaca dos que não são comuns de se ver,
154900,Sexismo,@moonbyuIr @yongours @choquei Muié na net eh foda kkkkk,
154901,Capacitismo,@shoegazeconha @msilt 🤨🤨🤨🤨🤨🤨🤨,
154902,Capacitismo,@helderrod As vezes não é dar importância apenas chateia por estar sempre a malhar no ceguinho. Eu sei que o Benfica tem uma atenção mediática maior que o Porto mas eu preferia ter os títulos internacionais do Porto do que essa atenção.,
154903,Politica,"@ttorres_diana @ralphgavi @Fernando_Cvz @bereaguilarv @HtTrejo Si viene un qatarí y viola la ley que se castigue.  Y si vinieran a hacerla de pedo por el asunto les diríamos lo mismo que ellos nos dirán: ""Mi casa mis reglas. No te gusta no vengas"".   Son tan salvajes que por ley un corrupto y un narco muere.  ¡Aquí lo haces presidente!",
154904,Assedio,@iagotuitaa Taquara rachada,
154905,Capacitismo,@ermitcentty @diariocorreo Que estupidez de comentario,
154906,Calunia,"Mulher sem conteúdo que não aguenta ouvir verdades indigestas e a única coisa que fala é ""é cansativa"" e falar palavrões. Mal amada e mal c*mida é ela que ficou conhecida pela cornisse https://t.co/uwiYoxtPeb",
154907,Religião,A vida do macumbeiro não é fácil,
154908,Sexismo,zoe trepadeira ✨ https://t.co/bO86KexLnB,
154909,Capacitismo,@Estefan_Theodor @jcezarb @SilvaRomuald Obrigado @jcezarb por explicar o óbvio mas infelizmente esse cara é analfabeto de todas as formas e não entendeu o óbvio.,
154910,Homofobia,traumas: @camigioo me mandando áudio pra falar do jogo e no meio solta um “não briga cmg” pq no último eu briguei com ela 🥺,
154911,Sexismo,@icyxmoon Quando eu falo que tem que ser gay pistoleira é sobre reagir https://t.co/K7MlL2CKb4,
154912,Xenofobia,"Y partimos de la máxima: si no le gustás te van a ver pajero boludo gil aburrido etc. Si le gustás todo eso se desvanece y si le decis ""que buen culo"" no le afecta. Al contrario.",
154913,Etnia,@p_velozo @emicida bora??? vai ter em dezembro ele e criolo 🥺,
154914,Capacitismo,@ximerincon Con los rechazines cagamos todos país inculto,
154915,Capacitismo,@rodrigoayalasv @AsambleaSV @ECastroES @BancadaCyan De donde habrán sacado $350000 para la obra? A siiii de la fianza de liberar a la Ana Ligia🤑,
